tx_time,rx_time,tx_time_ns,rx_time_ns,latency_us,latency_ms,tx_port,rx_port,rx_seq,data_hex
2026-09-15T21:27:19.779088+08:00,2026-09-15T21:27:19.808251+08:00,1789478839779088000,1789478839808251000,29163.000,29.163000,/dev/cu.usbserial-1120,/dev/cu.usbserial-A50285BI,440,112C1AE9ABE8E268B8BF56F4691DB1EBC5DBC1835600766394B92CFF1219
2026-09-15T21:27:20.321132+08:00,2026-09-15T21:27:20.339616+08:00,1789478840321132000,1789478840339616000,18484.000,18.484000,/dev/cu.usbserial-1120,/dev/cu.usbserial-A50285BI,441,112DB8B46A9134A7E92D8B5DFB94C31A55BD0DFBE5718ED27986EBC531D5
2026-09-15T21:27:20.863415+08:00,2026-09-15T21:27:20.893261+08:00,1789478840863415000,1789478840893261000,29846.000,29.846000,/dev/cu.usbserial-1120,/dev/cu.usbserial-A50285BI,442,112E97A6A600DC10D7E5AA45D7E023CA39C5E2BF37990F00A51323FE98D5
2026-09-15T21:27:21.405540+08:00,2026-09-15T21:27:21.424687+08:00,1789478841405540000,1789478841424687000,19147.000,19.147000,/dev/cu.usbserial-1120,/dev/cu.usbserial-A50285BI,443,112F7C5BD56AA047FBFE519D70E155BC0DBA0226898B8BDBA6680D731DF7
2026-09-15T21:27:21.947767+08:00,2026-09-15T21:27:21.977496+08:00,1789478841947767000,1789478841977496000,29729.000,29.729000,/dev/cu.usbserial-1120,/dev/cu.usbserial-A50285BI,444,113059FE4AA67F9C98AF1FDBAACD6FD34EBB0B03237180EA041E97653BE4
2026-09-15T21:27:22.489891+08:00,2026-09-15T21:27:22.508749+08:00,1789478842489891000,1789478842508749000,18858.000,18.858000,/dev/cu.usbserial-1120,/dev/cu.usbserial-A50285BI,445,113161CB675507CA29B14E0091DEED594B238F2B89ADA613B0BEF58DC2B6
2026-09-15T21:27:23.032144+08:00,2026-09-15T21:27:23.062494+08:00,1789478843032144000,1789478843062494000,30350.000,30.350000,/dev/cu.usbserial-1120,/dev/cu.usbserial-A50285BI,446,1132DC558EC362819967045BCBAF4000D92DE0BA76BA071D39EDFDE34C59
2026-09-15T21:27:23.574137+08:00,2026-09-15T21:27:23.593699+08:00,1789478843574137000,1789478843593699000,19562.000,19.562000,/dev/cu.usbserial-1120,/dev/cu.usbserial-A50285BI,447,1133BA87DA8A34A436BE680CCC642AA8C856AE1388D5D2F5C248311F75B4
2026-09-15T21:27:24.116399+08:00,2026-09-15T21:27:24.146564+08:00,1789478844116399000,1789478844146564000,30165.000,30.165000,/dev/cu.usbserial-1120,/dev/cu.usbserial-A50285BI,448,1134E86B91FB265165D4764ACC8ECCE5178451AAB95FEEB2B50E9A02C886
2026-09-15T21:27:24.658455+08:00,2026-09-15T21:27:24.677885+08:00,1789478844658455000,1789478844677885000,19430.000,19.430000,/dev/cu.usbserial-1120,/dev/cu.usbserial-A50285BI,449,113564AC563A3FA4155A91637BCB7A3DE8E9E48393FF4F5836825A547911
